ID,Date,Time,zzPrice,zzChange,zzVolume,zzDelta,zzBars,zzAvgSz,zzTrades,zzSlope,zzWave,zzVolBar,zzVolPrice,zzRetrPer,zzDur
@NQ#_ZIG,12/14/2015,3:16:58,4560.25,7,0,0,3,0,0,75.7,b,0,0,87.5,1
@NQ#_ZIG,12/14/2015,3:17:56,4556.25,-4,45,0,1,0,0,-81.6,a,45,0,57.14,58
@NQ#_ZIG,12/14/2015,3:52:57,4566.25,10,1021,0,5,0,0,73.5,1,174,0,250,2101
@NQ#_ZIG,12/14/2015,3:55:57,4561.75,-4.5,107,0,1,0,0,-82.5,2,107,0,45,180
@NQ#_ZIG,12/14/2015,3:58:57,4567,5.25,156,0,1,0,0,83.5,3,156,0,116.67,180
@NQ#_ZIG,12/14/2015,4:11:57,4556.75,-10.25,572,0,5,0,0,-73.8,a,183,0,195.24,780
@NQ#_ZIG,12/14/2015,4:18:58,4560.5,3.75,130,0,1,0,0,81,b,130,0,36.59,421
@NQ#_ZIG,12/14/2015,4:22:58,4555.5,-5,53,0,1,0,0,-83.2,c,53,0,133.33,240
@NQ#_ZIG,12/14/2015,4:28:56,4559.25,3.75,156,0,2,0,0,72.4,d,47,0,75,358
@NQ#_ZIG,12/14/2015,4:28:58,4554,-5.25,0,0,1,0,0,-83.5,e,0,0,140,2
@NQ#_ZIG,12/14/2015,5:04:57,4561.75,7.75,877,0,5,0,0,69,1,122,0,147.62,2159
@NQ#_ZIG,12/14/2015,5:13:58,4551,-10.75,452,0,5,0,0,-74.6,a,311,0,138.71,541
@NQ#_ZIG,12/14/2015,5:17:57,4554.75,3.75,177,0,2,0,0,72.4,b,69,0,34.88,239
@NQ#_ZIG,12/14/2015,5:33:58,4531.5,-23.25,1934,0,15,0,0,-69,c,205,0,620,961
@NQ#_ZIG,12/14/2015,5:37:58,4536.25,4.75,318,0,3,0,0,69.4,d,0,0,20.43,240
@NQ#_ZIG,12/14/2015,5:39:58,4530,-6.25,101,0,2,0,0,-79.2,e,53,0,131.58,120
@NQ#_ZIG,12/14/2015,5:40:58,4534.75,4.75,129,0,3,0,0,69.4,f,0,0,76,60
@NQ#_ZIG,12/14/2015,5:40:58,4530,-4.75,0,0,1,0,0,-82.9,a,0,0,100,0
@NQ#_ZIG,12/14/2015,5:41:57,4534.5,4.5,107,0,2,0,0,75.2,b,107,0,94.74,59
@NQ#_ZIG,12/14/2015,5:45:58,4527.25,-7.25,316,0,4,0,0,-71.9,c,122,0,161.11,241
@NQ#_ZIG,12/14/2015,5:47:58,4534,6.75,237,0,2,0,0,80,d,126,0,93.1,120
@NQ#_ZIG,12/14/2015,5:50:57,4521.75,-12.25,1431,0,6,0,0,-73.8,e,370,0,181.48,179
@NQ#_ZIG,12/14/2015,5:56:57,4538.25,16.5,893,0,11,0,0,68.4,1,91,0,134.69,360
@NQ#_ZIG,12/14/2015,6:00:57,4533.5,-4.75,364,0,1,0,0,-82.9,2,364,0,28.79,240
@NQ#_ZIG,12/14/2015,6:04:57,4539.5,6,544,0,2,0,0,78.8,3,395,0,126.32,240
@NQ#_ZIG,12/14/2015,6:20:57,4509.75,-29.75,2776,0,18,0,0,-70.2,a,418,0,495.83,960
@NQ#_ZIG,12/14/2015,6:24:58,4519.25,9.5,690,0,4,0,0,76,b,355,0,31.93,241
@NQ#_ZIG,12/14/2015,6:25:57,4513.5,-5.75,137,0,1,0,0,-84.1,a,137,0,60.53,59
@NQ#_ZIG,12/14/2015,6:42:58,4524.75,11.25,1422,0,9,0,0,64.6,1,336,0,195.65,1021
@NQ#_ZIG,12/14/2015,6:47:58,4516.5,-8.25,414,0,3,0,0,-77.8,2,115,0,73.33,300
@NQ#_ZIG,12/14/2015,7:02:58,4524.75,8.25,1029,0,5,0,0,70.2,1,169,0,100,900
@NQ#_ZIG,12/14/2015,7:03:58,4521,-3.75,86,0,1,0,0,-81,2,86,0,45.45,60
@NQ#_ZIG,12/14/2015,7:07:58,4525.25,4.25,340,0,1,0,0,82,3,340,0,113.33,240
@NQ#_ZIG,12/14/2015,7:15:57,4512.5,-12.75,923,0,6,0,0,-74.4,a,459,0,300,479
@NQ#_ZIG,12/14/2015,7:26:57,4522.25,9.75,1210,0,4,0,0,76.3,b,389,0,76.47,660
@NQ#_ZIG,12/14/2015,7:28:57,4517.5,-4.75,138,0,1,0,0,-82.9,a,138,0,48.72,120
@NQ#_ZIG,12/14/2015,7:28:58,4523.25,5.75,0,0,2,0,0,78.3,1,0,0,121.05,1
@NQ#_ZIG,12/14/2015,7:28:59,4518.25,-5,0,0,1,0,0,-83.2,2,0,0,86.96,1
@NQ#_ZIG,12/14/2015,7:33:57,4523.25,5,748,0,1,0,0,83.2,1,748,0,100,298
@NQ#_ZIG,12/14/2015,7:34:57,4518.75,-4.5,133,0,1,0,0,-82.5,2,133,0,90,60
@NQ#_ZIG,12/14/2015,7:43:58,4534,15.25,1720,0,10,0,0,68.7,3,0,0,338.89,541
@NQ#_ZIG,12/14/2015,7:43:59,4529,-5,0,0,1,0,0,-83.2,4,0,0,32.79,1
@NQ#_ZIG,12/14/2015,7:47:57,4539,10,1033,0,4,0,0,76.6,5,1033,0,200,238
@NQ#_ZIG,12/14/2015,7:47:59,4532.75,-6.25,0,0,4,0,0,-69.2,6,0,0,62.5,2
@NQ#_ZIG,12/14/2015,7:48:58,4538.75,6,599,0,2,0,0,78.8,1,0,0,96,59
@NQ#_ZIG,12/14/2015,7:49:57,4534.5,-4.25,457,0,1,0,0,-82,2,457,0,70.83,59
@NQ#_ZIG,12/14/2015,7:50:58,4538.25,3.75,325,0,1,0,0,81,1,325,0,88.24,61
@NQ#_ZIG,12/14/2015,7:52:58,4532.25,-6,381,0,2,0,0,-78.8,a,271,0,160,120
@NQ#_ZIG,12/14/2015,7:58:57,4541.5,9.25,1402,0,4,0,0,75.6,1,856,0,154.17,359
@NQ#_ZIG,12/14/2015,8:00:57,4534,-7.5,377,0,3,0,0,-76.6,2,149,0,81.08,120
@NQ#_ZIG,12/14/2015,8:01:58,4541.75,7.75,359,0,3,0,0,77,3,359,0,103.33,61
@NQ#_ZIG,12/14/2015,8:03:57,4535.25,-6.5,371,0,4,0,0,-69.9,4,205,0,83.87,119
@NQ#_ZIG,12/14/2015,8:04:58,4539,3.75,150,0,1,0,0,81,1,150,0,57.69,61
@NQ#_ZIG,12/14/2015,8:15:57,4531.75,-7.25,1956,0,3,0,0,-76.2,a,450,0,193.33,659
@NQ#_ZIG,12/14/2015,8:19:57,4537.75,6,625,0,2,0,0,78.8,b,290,0,82.76,240
@NQ#_ZIG,12/14/2015,8:26:57,4531.5,-6.25,741,0,2,0,0,-79.2,c,280,0,104.17,420
@NQ#_ZIG,12/14/2015,8:30:58,4536.5,5,903,0,3,0,0,70.4,d,712,0,80,241
@NQ#_ZIG,12/14/2015,8:31:57,4528.75,-7.75,2188,0,3,0,0,-77,e,2188,0,155,59
@NQ#_ZIG,12/14/2015,8:31:58,4534.75,6,0,0,2,0,0,78.8,f,0,0,77.42,1
@NQ#_ZIG,12/14/2015,8:32:57,4523.25,-11.5,1849,0,6,0,0,-72.8,g,0,0,191.67,59
@NQ#_ZIG,12/14/2015,8:32:58,4531.75,8.5,0,0,4,0,0,74.4,h,0,0,73.91,1
@NQ#_ZIG,12/14/2015,8:32:59,4523.25,-8.5,0,0,4,0,0,-74.4,a,0,0,100,1
@NQ#_ZIG,12/14/2015,8:33:58,4532.5,9.25,2872,0,4,0,0,75.6,1,0,0,108.82,59
@NQ#_ZIG,12/14/2015,8:33:59,4526.25,-6.25,0,0,2,0,0,-79.2,2,0,0,67.57,1
@NQ#_ZIG,12/14/2015,8:35:58,4543.25,17,2427,0,9,0,0,72.5,3,0,0,272,119
@NQ#_ZIG,12/14/2015,8:36:57,4538.25,-5,1549,0,1,0,0,-83.2,4,1549,0,29.41,59
@NQ#_ZIG,12/14/2015,8:36:58,4544.25,6,0,0,2,0,0,78.8,5,0,0,120,1
@NQ#_ZIG,12/14/2015,8:37:57,4537.25,-7,2424,0,3,0,0,-75.7,a,2424,0,116.67,59
@NQ#_ZIG,12/14/2015,8:37:58,4546,8.75,0,0,4,0,0,74.8,1,0,0,125,1
@NQ#_ZIG,12/14/2015,8:39:58,4528.5,-17.5,3545,0,9,0,0,-73,a,1088,0,200,120
@NQ#_ZIG,12/14/2015,8:40:58,4533.75,5.25,1402,0,3,0,0,71.2,b,0,0,30,60
@NQ#_ZIG,12/14/2015,8:40:58,4524,-9.75,0,0,4,0,0,-76.3,c,0,0,185.71,0
@NQ#_ZIG,12/14/2015,8:41:58,4528.25,4.25,1126,0,2,0,0,74.4,d,0,0,43.59,60
@NQ#_ZIG,12/14/2015,8:41:59,4522,-6.25,0,0,2,0,0,-79.2,e,0,0,147.06,1
@NQ#_ZIG,12/14/2015,8:42:57,4526.25,4.25,1126,0,1,0,0,82,f,1126,0,68,58
@NQ#_ZIG,12/14/2015,8:42:58,4519.75,-6.5,0,0,2,0,0,-79.6,g,0,0,152.94,1
@NQ#_ZIG,12/14/2015,8:43:58,4526.25,6.5,1496,0,2,0,0,79.6,1,0,0,100,60
@NQ#_ZIG,12/14/2015,8:45:57,4518.5,-7.75,2589,0,3,0,0,-77,a,1188,0,119.23,119
@NQ#_ZIG,12/14/2015,8:46:58,4530.75,12.25,1246,0,6,0,0,73.8,1,0,0,158.06,61
@NQ#_ZIG,12/14/2015,8:46:59,4523.25,-7.5,0,0,3,0,0,-76.6,2,0,0,61.22,1
@NQ#_ZIG,12/14/2015,8:48:58,4532.5,9.25,2508,0,4,0,0,75.6,3,1232,0,123.33,119
@NQ#_ZIG,12/14/2015,8:49:57,4528.25,-4.25,738,0,1,0,0,-82,4,738,0,45.95,59
@NQ#_ZIG,12/14/2015,8:49:58,4535.5,7.25,0,0,3,0,0,76.2,5,0,0,170.59,1
@NQ#_ZIG,12/14/2015,8:49:59,4528.75,-6.75,0,0,2,0,0,-80,6,0,0,93.1,1
@NQ#_ZIG,12/14/2015,8:50:58,4535.5,6.75,1124,0,2,0,0,80,1,0,0,100,59
@NQ#_ZIG,12/14/2015,8:50:59,4528,-7.5,0,0,3,0,0,-76.6,a,0,0,111.11,1
@NQ#_ZIG,12/14/2015,8:51:58,4534.25,6.25,1143,0,2,0,0,79.2,b,0,0,83.33,59
@NQ#_ZIG,12/14/2015,8:52:57,4527.5,-6.75,2103,0,2,0,0,-80,c,2103,0,108,59
@NQ#_ZIG,12/14/2015,8:52:57,4540.5,13,0,0,6,0,0,74.7,1,0,0,192.59,0
@NQ#_ZIG,12/14/2015,8:52:59,4529.75,-10.75,0,0,7,0,0,-68.8,2,0,0,82.69,2
@NQ#_ZIG,12/14/2015,8:53:58,4540.75,11,1576,0,6,0,0,72,3,0,0,102.33,59
@NQ#_ZIG,12/14/2015,9:00:57,4520.25,-20.5,7402,0,12,0,0,-70.8,a,1334,0,186.36,419
@NQ#_ZIG,12/14/2015,9:00:58,4530.25,10,0,0,5,0,0,73.5,b,0,0,48.78,1
@NQ#_ZIG,12/14/2015,9:00:59,4521.5,-8.75,0,0,4,0,0,-74.8,a,0,0,87.5,1
@NQ#_ZIG,12/14/2015,9:01:57,4529.25,7.75,1477,0,3,0,0,77,b,0,0,88.57,58
@NQ#_ZIG,12/14/2015,9:02:57,4520.5,-8.75,1001,0,4,0,0,-74.8,c,1001,0,112.9,60
@NQ#_ZIG,12/14/2015,9:02:57,4527,6.5,0,0,2,0,0,79.6,d,0,0,74.29,0
@NQ#_ZIG,12/14/2015,9:02:59,4521.5,-5.5,0,0,3,0,0,-72,a,0,0,84.62,2
@NQ#_ZIG,12/14/2015,9:03:58,4528,6.5,795,0,2,0,0,79.6,1,0,0,118.18,59
@NQ#_ZIG,12/14/2015,9:03:58,4521,-7,0,0,2,0,0,-80.4,a,0,0,107.69,0
@NQ#_ZIG,12/14/2015,9:04:58,4528.75,7.75,626,0,5,0,0,69,1,0,0,110.71,60
@NQ#_ZIG,12/14/2015,9:05:57,4524.25,-4.5,861,0,1,0,0,-82.5,2,861,0,58.06,59
@NQ#_ZIG,12/14/2015,9:05:58,4530.5,6.25,0,0,2,0,0,79.2,3,0,0,138.89,1
@NQ#_ZIG,12/14/2015,9:05:59,4525,-5.5,0,0,2,0,0,-77.8,4,0,0,88,1
@NQ#_ZIG,12/14/2015,9:06:58,4535.75,10.75,1045,0,5,0,0,74.6,5,0,0,195.45,59
@NQ#_ZIG,12/14/2015,9:07:57,4528.75,-7,1098,0,2,0,0,-80.4,6,1098,0,65.12,59
@NQ#_ZIG,12/14/2015,9:08:58,4544,15.25,1753,0,8,0,0,72.7,7,0,0,217.86,61
@NQ#_ZIG,12/14/2015,9:12:57,4528,-16,4835,0,9,0,0,-71.5,a,1024,0,104.92,239
@NQ#_ZIG,12/14/2015,9:12:57,4536,8,0,0,3,0,0,77.4,b,0,0,50,0
@NQ#_ZIG,12/14/2015,9:12:59,4509.5,-26.5,0,0,17,0,0,-69.1,c,0,0,331.25,2
@NQ#_ZIG,12/14/2015,9:13:58,4520.25,10.75,4836,0,5,0,0,74.6,d,0,0,40.57,59
@NQ#_ZIG,12/14/2015,9:14:57,4510.75,-9.5,2004,0,4,0,0,-76,a,2004,0,88.37,59
@NQ#_ZIG,12/14/2015,9:14:58,4518.25,7.5,0,0,3,0,0,76.6,b,0,0,78.95,1
@NQ#_ZIG,12/14/2015,9:14:59,4511,-7.25,0,0,3,0,0,-76.2,a,0,0,96.67,1
@NQ#_ZIG,12/14/2015,9:15:58,4521.25,10.25,2705,0,5,0,0,73.8,1,0,0,141.38,59
@NQ#_ZIG,12/14/2015,9:15:58,4516.5,-4.75,0,0,1,0,0,-82.9,2,0,0,46.34,0
@NQ#_ZIG,12/14/2015,9:16:58,4549.25,32.75,1677,0,21,0,0,69.1,3,0,0,689.47,60
@NQ#_ZIG,12/14/2015,9:16:59,4520.25,-29,0,0,17,0,0,-70.8,4,0,0,88.55,1
@NQ#_ZIG,12/14/2015,9:17:58,4529,8.75,7635,0,4,0,0,74.8,1,0,0,30.17,59
@NQ#_ZIG,12/14/2015,9:17:59,4515.75,-13.25,0,0,7,0,0,-72.6,a,0,0,151.43,1
@NQ#_ZIG,12/14/2015,9:18:58,4526,10.25,5051,0,5,0,0,73.8,b,0,0,77.36,59
@NQ#_ZIG,12/14/2015,9:19:57,4520,-6,1636,0,2,0,0,-78.8,a,1636,0,58.54,59
@NQ#_ZIG,12/14/2015,9:19:58,4528,8,0,0,3,0,0,77.4,1,0,0,133.33,1
@NQ#_ZIG,12/14/2015,9:21:57,4515.75,-12.25,3397,0,8,0,0,-68.8,a,1948,0,153.13,119
@NQ#_ZIG,12/14/2015,9:21:58,4522.75,7,0,0,3,0,0,75.7,b,0,0,57.14,1
@NQ#_ZIG,12/14/2015,9:22:58,4513.5,-9.25,1094,0,4,0,0,-75.6,c,1094,0,132.14,60
@NQ#_ZIG,12/14/2015,9:24:58,4523.5,10,2403,0,6,0,0,70.4,1,0,0,108.11,120
@NQ#_ZIG,12/14/2015,9:25:57,4515.5,-8,1411,0,3,0,0,-77.4,2,1411,0,80,59
@NQ#_ZIG,12/14/2015,9:25:58,4520.5,5,0,0,1,0,0,83.2,1,0,0,62.5,1
@NQ#_ZIG,12/14/2015,9:26:57,4510.25,-10.25,1526,0,5,0,0,-73.8,a,1526,0,205,59
@NQ#_ZIG,12/14/2015,9:26:58,4514.5,4.25,0,0,1,0,0,82,b,0,0,41.46,1
@NQ#_ZIG,12/14/2015,9:28:57,4505.75,-8.75,4093,0,4,0,0,-74.8,c,1666,0,205.88,119
@NQ#_ZIG,12/14/2015,9:28:58,4513,7.25,0,0,3,0,0,76.2,d,0,0,82.86,1
@NQ#_ZIG,12/14/2015,9:30:57,4500.5,-12.5,3812,0,6,0,0,-74.1,e,2048,0,172.41,119
@NQ#_ZIG,12/14/2015,9:31:58,4511.25,10.75,1244,0,7,0,0,68.8,f,0,0,86,61
@NQ#_ZIG,12/14/2015,9:31:59,4502.5,-8.75,0,0,4,0,0,-74.8,a,0,0,81.4,1
@NQ#_ZIG,12/14/2015,9:32:58,4514,11.5,910,0,6,0,0,72.8,1,0,0,131.43,59
@NQ#_ZIG,12/14/2015,9:32:59,4505.25,-8.75,0,0,4,0,0,-74.8,2,0,0,76.09,1
@NQ#_ZIG,12/14/2015,9:33:57,4515,9.75,1963,0,4,0,0,76.3,3,0,0,111.43,58
@NQ#_ZIG,12/14/2015,9:34:57,4509.75,-5.25,703,0,3,0,0,-71.2,4,703,0,53.85,60
@NQ#_ZIG,12/14/2015,9:34:58,4517.25,7.5,0,0,3,0,0,76.6,5,0,0,142.86,1
@NQ#_ZIG,12/14/2015,9:35:57,4511.25,-6,825,0,2,0,0,-78.8,6,825,0,80,59
@NQ#_ZIG,12/14/2015,9:35:58,4516.25,5,0,0,1,0,0,83.2,1,0,0,83.33,1
@NQ#_ZIG,12/14/2015,9:36:57,4511.5,-4.75,733,0,1,0,0,-82.9,2,733,0,95,59
@NQ#_ZIG,12/14/2015,9:36:58,4517,5.5,0,0,2,0,0,77.8,3,0,0,115.79,1
@NQ#_ZIG,12/14/2015,9:36:58,4512,-5,0,0,1,0,0,-83.2,4,0,0,90.91,0
@NQ#_ZIG,12/14/2015,9:37:57,4518,6,699,0,3,0,0,73.5,5,0,0,120,59
@NQ#_ZIG,12/14/2015,9:38:59,4510.25,-7.75,601,0,5,0,0,-69,a,0,0,129.17,62
@NQ#_ZIG,12/14/2015,9:40:58,4521.75,11.5,1716,0,6,0,0,72.8,1,0,0,148.39,119
@NQ#_ZIG,12/14/2015,9:40:59,4516,-5.75,0,0,2,0,0,-78.3,2,0,0,50,1
@NQ#_ZIG,12/14/2015,9:41:58,4522,6,1173,0,2,0,0,78.8,3,0,0,104.35,59
@NQ#_ZIG,12/14/2015,9:41:59,4518,-4,0,0,1,0,0,-81.6,4,0,0,66.67,1
@NQ#_ZIG,12/14/2015,9:43:58,4526.5,8.5,1346,0,4,0,0,74.4,5,0,0,212.5,119
@NQ#_ZIG,12/14/2015,9:43:59,4522,-4.5,0,0,1,0,0,-82.5,6,0,0,52.94,1
@NQ#_ZIG,12/14/2015,9:44:58,4528.75,6.75,1090,0,3,0,0,75.2,7,0,0,150,59
@NQ#_ZIG,12/14/2015,9:45:57,4523.25,-5.5,1575,0,2,0,0,-77.8,8,1575,0,81.48,59
@NQ#_ZIG,12/14/2015,9:45:58,4527.25,4,0,0,1,0,0,81.6,1,0,0,72.73,1
@NQ#_ZIG,12/14/2015,9:48:57,4518.75,-8.5,2361,0,4,0,0,-74.4,a,715,0,212.5,179
@NQ#_ZIG,12/14/2015,9:48:58,4522.75,4,0,0,1,0,0,81.6,b,0,0,47.06,1
@NQ#_ZIG,12/14/2015,9:48:58,4516.5,-6.25,0,0,2,0,0,-79.2,c,0,0,156.25,0
@NQ#_ZIG,12/14/2015,9:49:58,4524.5,8,1058,0,5,0,0,69.6,1,0,0,128,60
@NQ#_ZIG,12/14/2015,9:50:58,4512.5,-12,904,0,6,0,0,-73.5,a,0,0,150,60
@NQ#_ZIG,12/14/2015,9:51:58,4516.75,4.25,838,0,1,0,0,82,b,838,0,35.42,60
@NQ#_ZIG,12/14/2015,9:52:57,4513,-3.75,838,0,1,0,0,-81,a,838,0,88.24,59
@NQ#_ZIG,12/14/2015,9:52:58,4517.5,4.5,0,0,1,0,0,82.5,1,0,0,120,1
@NQ#_ZIG,12/14/2015,9:55:58,4510.25,-7.25,2377,0,3,0,0,-76.2,a,971,0,161.11,180
@NQ#_ZIG,12/14/2015,9:57:58,4520.5,10.25,2018,0,5,0,0,73.8,1,1178,0,141.38,120
@NQ#_ZIG,12/14/2015,9:58:59,4511.75,-8.75,2096,0,4,0,0,-74.8,2,0,0,85.37,61
@NQ#_ZIG,12/14/2015,10:00:58,4518.5,6.75,1364,0,5,0,0,66.2,1,0,0,77.14,119
@NQ#_ZIG,12/14/2015,10:04:57,4507.75,-10.75,2260,0,5,0,0,-74.6,a,1834,0,159.26,239
@NQ#_ZIG,12/14/2015,10:04:58,4514.5,6.75,0,0,2,0,0,80,b,0,0,62.79,1
@NQ#_ZIG,12/14/2015,10:05:59,4509.75,-4.75,565,0,3,0,0,-69.4,a,0,0,70.37,61
@NQ#_ZIG,12/14/2015,10:07:58,4516,6.25,1336,0,2,0,0,79.2,1,512,0,131.58,119
@NQ#_ZIG,12/14/2015,10:08:57,4511.75,-4.25,407,0,1,0,0,-82,2,407,0,68,59
@NQ#_ZIG,12/14/2015,10:08:58,4517.25,5.5,0,0,2,0,0,77.8,3,0,0,129.41,1
@NQ#_ZIG,12/14/2015,10:12:57,4506.75,-10.5,2676,0,7,0,0,-68.4,a,1154,0,190.91,239
@NQ#_ZIG,12/14/2015,10:12:58,4510.5,3.75,0,0,1,0,0,81,b,0,0,35.71,1
@NQ#_ZIG,12/14/2015,10:13:59,4497.75,-12.75,2509,0,7,0,0,-71.9,c,0,0,340,61
@NQ#_ZIG,12/14/2015,10:14:58,4506.75,9,1385,0,4,0,0,75.2,d,0,0,70.59,59
@NQ#_ZIG,12/14/2015,10:14:59,4500.75,-6,0,0,2,0,0,-78.8,a,0,0,66.67,1
@NQ#_ZIG,12/14/2015,10:16:58,4507,6.25,2375,0,2,0,0,79.2,1,1170,0,104.17,119
@NQ#_ZIG,12/14/2015,10:19:57,4492.25,-14.75,3993,0,8,0,0,-72.1,a,1171,0,236,179
@NQ#_ZIG,12/14/2015,10:19:58,4496.75,4.5,0,0,1,0,0,82.5,b,0,0,30.51,1
@NQ#_ZIG,12/14/2015,10:19:59,4491.5,-5.25,0,0,1,0,0,-83.5,c,0,0,116.67,1
@NQ#_ZIG,12/14/2015,10:23:58,4501.75,10.25,3416,0,5,0,0,73.8,1,0,0,195.24,239
@NQ#_ZIG,12/14/2015,10:26:59,4493.75,-8,1272,0,4,0,0,-73.5,2,0,0,78.05,181
@NQ#_ZIG,12/14/2015,10:27:58,4499.5,5.75,578,0,2,0,0,78.3,1,0,0,71.88,59
@NQ#_ZIG,12/14/2015,10:28:57,4492,-7.5,584,0,3,0,0,-76.6,a,584,0,130.43,59
@NQ#_ZIG,12/14/2015,10:29:58,4496,4,327,0,3,0,0,66,b,0,0,53.33,61
@NQ#_ZIG,12/14/2015,10:32:57,4484,-12,3940,0,6,0,0,-73.5,c,3194,0,300,179
@NQ#_ZIG,12/14/2015,10:32:58,4488,4,0,0,1,0,0,81.6,d,0,0,33.33,1
@NQ#_ZIG,12/14/2015,10:34:57,4477.75,-10.25,2795,0,5,0,0,-73.8,e,804,0,256.25,119
@NQ#_ZIG,12/14/2015,10:35:58,4484,6.25,925,0,2,0,0,79.2,f,0,0,60.98,61
@NQ#_ZIG,12/14/2015,10:38:58,4471.25,-12.75,3390,0,7,0,0,-71.9,g,0,0,204,180
@NQ#_ZIG,12/14/2015,10:39:58,4479.5,8.25,1523,0,4,0,0,73.9,h,0,0,64.71,60
@NQ#_ZIG,12/14/2015,10:39:59,4472.5,-7,0,0,3,0,0,-75.7,a,0,0,84.85,1
@NQ#_ZIG,12/14/2015,10:41:58,4483,10.5,1969,0,5,0,0,74.2,1,1200,0,150,119
@NQ#_ZIG,12/14/2015,10:42:58,4474.5,-8.5,788,0,3,0,0,-78.2,2,0,0,80.95,60
@NQ#_ZIG,12/14/2015,10:43:58,4482.75,8.25,1044,0,5,0,0,70.2,1,0,0,97.06,60
@NQ#_ZIG,12/14/2015,10:43:58,4477.5,-5.25,0,0,1,0,0,-83.5,2,0,0,63.64,0
@NQ#_ZIG,12/14/2015,10:44:58,4487.75,10.25,744,0,6,0,0,70.8,3,0,0,195.24,60
@NQ#_ZIG,12/14/2015,10:45:57,4480.75,-7,1425,0,2,0,0,-80.4,4,1425,0,68.29,59
@NQ#_ZIG,12/14/2015,10:47:58,4486.25,5.5,1727,0,1,0,0,83.8,1,1727,0,78.57,121
@NQ#_ZIG,12/14/2015,10:49:58,4475.5,-10.75,1265,0,5,0,0,-74.6,a,527,0,195.45,120
@NQ#_ZIG,12/14/2015,10:50:58,4482.75,7.25,426,0,3,0,0,76.2,b,0,0,67.44,60
@NQ#_ZIG,12/14/2015,10:51:57,4478.75,-4,417,0,1,0,0,-81.6,a,417,0,55.17,59
@NQ#_ZIG,12/14/2015,10:51:58,4483.25,4.5,0,0,1,0,0,82.5,1,0,0,112.5,1
@NQ#_ZIG,12/14/2015,10:53:57,4477.25,-6,1160,0,2,0,0,-78.8,a,513,0,133.33,119
@NQ#_ZIG,12/14/2015,10:53:58,4484.5,7.25,0,0,3,0,0,76.2,1,0,0,120.83,1
@NQ#_ZIG,12/14/2015,10:53:59,4478.5,-6,0,0,2,0,0,-78.8,2,0,0,82.76,1
@NQ#_ZIG,12/14/2015,10:54:58,4490,11.5,791,0,6,0,0,72.8,3,0,0,191.67,59
@NQ#_ZIG,12/14/2015,10:54:59,4482.25,-7.75,0,0,3,0,0,-77,4,0,0,67.39,1
@NQ#_ZIG,12/14/2015,10:55:58,4494.25,12,766,0,6,0,0,73.5,5,0,0,154.84,59
@NQ#_ZIG,12/14/2015,10:55:59,4488.5,-5.75,0,0,2,0,0,-78.3,6,0,0,47.92,1
@NQ#_ZIG,12/14/2015,10:57:57,4500,11.5,1901,0,5,0,0,75.5,7,776,0,200,118
@NQ#_ZIG,12/14/2015,10:57:58,4495.5,-4.5,0,0,2,0,0,-75.2,8,0,0,39.13,1
@NQ#_ZIG,12/14/2015,11:00:58,4505.75,10.25,2155,0,6,0,0,70.8,9,0,0,227.78,180
@NQ#_ZIG,12/14/2015,11:00:58,4500,-5.75,0,0,1,0,0,-84.1,10,0,0,56.1,0
@NQ#_ZIG,12/14/2015,11:01:57,4506,6,1264,0,3,0,0,73.5,11,1264,0,104.35,59
@NQ#_ZIG,12/14/2015,11:07:57,4496.25,-9.75,4180,0,8,0,0,-64,a,856,0,162.5,360
@NQ#_ZIG,12/14/2015,11:08:58,4509.75,13.5,708,0,7,0,0,72.9,1,0,0,138.46,61
@NQ#_ZIG,12/14/2015,11:08:59,4505.25,-4.5,0,0,1,0,0,-82.5,2,0,0,33.33,1
@NQ#_ZIG,12/14/2015,11:09:58,4513.25,8,920,0,3,0,0,77.4,3,0,0,177.78,59
@NQ#_ZIG,12/14/2015,11:09:59,4508,-5.25,0,0,1,0,0,-83.5,4,0,0,65.63,1
@NQ#_ZIG,12/14/2015,11:10:58,4519.75,11.75,1216,0,6,0,0,73.1,5,0,0,223.81,59
@NQ#_ZIG,12/14/2015,11:10:59,4512.5,-7.25,0,0,3,0,0,-76.2,6,0,0,61.7,1
@NQ#_ZIG,12/14/2015,11:11:57,4518,5.5,745,0,1,0,0,83.8,1,745,0,75.86,58
@NQ#_ZIG,12/14/2015,11:18:57,4507.75,-10.25,2956,0,8,0,0,-65.1,a,529,0,186.36,420
@NQ#_ZIG,12/14/2015,11:19:58,4518.75,11,917,0,5,0,0,74.9,1,917,0,107.32,61
@NQ#_ZIG,12/14/2015,11:19:59,4514.5,-4.25,0,0,1,0,0,-82,2,0,0,38.64,1
@NQ#_ZIG,12/14/2015,11:20:58,4518.5,4,804,0,1,0,0,81.6,1,804,0,94.12,59
@NQ#_ZIG,12/14/2015,11:22:57,4510.25,-8.25,909,0,4,0,0,-73.9,a,270,0,206.25,119
@NQ#_ZIG,12/14/2015,11:24:57,4521,10.75,548,0,7,0,0,68.8,1,548,0,130.3,120
@NQ#_ZIG,12/14/2015,11:24:59,4513.75,-7.25,0,0,4,0,0,-71.9,2,0,0,67.44,2
@NQ#_ZIG,12/14/2015,11:25:58,4525,11.25,601,0,5,0,0,75.2,3,0,0,155.17,59
@NQ#_ZIG,12/14/2015,11:25:59,4520.25,-4.75,0,0,1,0,0,-82.9,4,0,0,42.22,1
