"BeginDate","EndDate","Open","Close","Low","OpenToLowPercent","High","OpenToHighPercent","RangePercent","VIX"
"2240","2008-11-26","2008-12-26","852.9","887.68","815.69","-4.4","918.85","7.7","12.1","54.92"
"2241","2008-11-28","2008-12-29","886.89","896.24","815.69","-8","918.85","3.6","11.6","55.28"
"2242","2008-12-01","2008-12-30","888.61","816.21","815.69","-8.2","918.85","3.4","11.6","68.51"
"2243","2008-12-02","2008-12-31","817.94","848.81","817.94","0","918.85","12.3","12.3","62.98"
"2244","2008-12-03","2009-01-02","843.6","870.74","818.41","-3","934.73","10.8","13.8","60.72"
"2245","2008-12-04","2009-01-05","869.75","845.22","818.41","-5.9","936.63","7.7","13.6","63.64"
"2246","2008-12-05","2009-01-06","844.43","876.07","818.41","-3.1","943.85","11.8","14.9","59.93"
"2247","2008-12-08","2009-01-07","882.71","909.7","851.35","-3.6","943.85","6.9","10.5","58.49"
"2248","2008-12-09","2009-01-08","906.48","888.67","851.35","-6.1","943.85","4.1","10.2","58.91"
"2249","2008-12-10","2009-01-09","892.17","899.24","851.35","-4.6","943.85","5.8","10.4","55.73"
"2250","2008-12-11","2009-01-12","898.35","873.59","851.35","-5.2","943.85","5.1","10.3","55.78"
"2251","2008-12-12","2009-01-13","871.79","879.73","851.35","-2.3","943.85","8.3","10.6","54.28"
"2252","2008-12-15","2009-01-14","881.07","868.57","836.93","-5","943.85","7.1","12.1","56.76"
"2253","2008-12-16","2009-01-15","871.53","913.18","817.04","-6.3","943.85","8.3","14.6","52.37"
"2254","2008-12-17","2009-01-16","908.16","904.42","817.04","-10","943.85","3.9","14","49.84"
"2255","2008-12-18","2009-01-20","905.98","885.28","804.47","-11.2","943.85","4.2","15.4","47.34"
"2256","2008-12-19","2009-01-21","886.96","887.88","804.3","-9.3","943.85","6.4","15.7","44.93"
"2257","2008-12-22","2009-01-22","887.2","871.63","804.3","-9.3","943.85","6.4","15.7","44.56"
"2258","2008-12-23","2009-01-23","874.31","863.16","804.3","-8","943.85","8","16","45.02"
"2259","2008-12-24","2009-01-26","863.87","868.15","804.3","-6.9","943.85","9.3","16.2","44.21"
"2260","2008-12-26","2009-01-27","869.51","872.8","804.3","-7.5","943.85","8.5","16","43.38"
"2261","2008-12-29","2009-01-28","872.37","869.42","804.3","-7.8","943.85","8.2","16","43.9"
"2262","2008-12-30","2009-01-29","870.58","890.64","804.3","-7.6","943.85","8.4","16","41.63"
"2263","2008-12-31","2009-01-30","890.59","903.25","804.3","-9.7","943.85","6","15.7","40"
"2264","2009-01-02","2009-02-02","902.99","931.8","804.3","-10.9","943.85","4.5","15.5","39.19"
"2265","2009-01-05","2009-02-03","929.17","927.45","804.3","-13.4","943.85","1.6","15","39.08"
"2266","2009-01-06","2009-02-04","931.17","934.7","804.3","-13.6","943.85","1.4","15","38.56"
"2267","2009-01-07","2009-02-05","927.45","906.65","804.3","-13.3","927.45","0","13.3","43.39"
"2268","2009-01-08","2009-02-06","905.73","909.73","804.3","-11.2","911.93","0.7","11.9","42.56"
"2269","2009-01-09","2009-02-09","909.91","890.35","804.3","-11.6","911.93","0.2","11.8","42.82"
"2270","2009-01-12","2009-02-10","890.4","870.26","804.3","-9.7","890.4","0","9.7","45.84"
"2271","2009-01-13","2009-02-11","869.79","871.79","804.3","-7.5","877.86","0.9","8.5","43.27"
"2272","2009-01-14","2009-02-12","867.28","842.62","804.3","-7.3","877.86","1.2","8.5","49.14"
"2273","2009-01-15","2009-02-13","841.99","843.74","804.3","-4.5","877.86","4.3","8.7","51"
"2274","2009-01-16","2009-02-17","844.45","850.12","789.17","-6.5","877.86","4","10.5","46.11"
"2275","2009-01-20","2009-02-18","849.64","805.22","780.43","-8.1","877.86","3.3","11.5","56.65"
"2276","2009-01-21","2009-02-19","806.77","840.24","777.03","-3.7","877.86","8.8","12.5","46.42"
"2277","2009-01-22","2009-02-20","839.74","827.5","754.25","-10.2","877.86","4.5","14.7","47.29"
"2278","2009-01-23","2009-02-23","822.16","831.95","742.37","-9.7","877.86","6.8","16.5","47.27"
"2279","2009-01-26","2009-02-24","832.5","836.57","742.37","-10.8","877.86","5.4","16.3","45.69"
"2280","2009-01-27","2009-02-25","837.3","845.71","742.37","-11.3","877.86","4.8","16.2","42.25"
"2281","2009-01-28","2009-02-26","845.73","874.09","742.37","-12.2","877.86","3.8","16","39.66"
"2282","2009-01-29","2009-02-27","868.89","845.14","734.52","-15.5","875.01","0.7","16.2","42.63"
"2283","2009-01-30","2009-03-02","845.69","825.88","699.7","-17.3","875.01","3.5","20.7","44.84"
"2284","2009-02-02","2009-03-03","823.09","825.44","692.3","-15.9","875.01","6.3","22.2","45.52"
"2285","2009-02-03","2009-03-04","825.69","838.51","692.3","-16.2","875.01","6","22.1","43.06"
"2286","2009-02-04","2009-03-05","837.77","832.23","677.93","-19.1","875.01","4.4","23.5","43.85"
"2287","2009-02-05","2009-03-06","831.75","845.85","666.79","-19.8","875.01","5.2","25","43.73"
"2288","2009-02-06","2009-03-09","846.09","868.6","666.79","-21.2","875.01","3.4","24.6","43.37"
"2289","2009-02-09","2009-03-10","868.24","869.89","666.79","-23.2","875.01","0.8","24","43.64"
"2290","2009-02-10","2009-03-11","866.87","827.16","666.79","-23.1","868.05","0.1","23.2","46.67"
"2291","2009-02-11","2009-03-12","827.41","833.74","666.79","-19.4","839.43","1.5","20.9","44.53"
"2292","2009-02-12","2009-03-13","829.91","835.19","666.79","-19.7","839.43","1.1","20.8","41.25"
"2293","2009-02-13","2009-03-16","833.95","826.84","666.79","-20","839.43","0.7","20.7","42.93"
"2294","2009-02-17","2009-03-17","818.61","789.17","666.79","-18.5","818.61","0","18.5","48.66"
"2295","2009-02-18","2009-03-18","791.06","788.42","666.79","-15.7","803.04","1.5","17.2","48.46"
"2296","2009-02-19","2009-03-19","787.91","778.94","666.79","-15.4","803.24","1.9","17.3","47.08"
"2297","2009-02-20","2009-03-20","775.87","770.05","666.79","-14.1","803.24","3.5","17.6","49.3"
"2298","2009-02-23","2009-03-23","773.25","743.33","666.79","-13.8","823.37","6.5","20.2","52.62"
"2299","2009-02-24","2009-03-24","744.69","773.14","666.79","-10.5","823.65","10.6","21.1","45.49"
"2300","2009-02-25","2009-03-25","770.64","764.9","666.79","-13.5","826.78","7.3","20.8","44.67"
"2301","2009-02-26","2009-03-26","765.76","752.83","666.79","-12.9","832.98","8.8","21.7","44.66"
"2302","2009-02-27","2009-03-27","749.93","735.09","666.79","-11.1","832.98","11.1","22.2","46.35"
"2303","2009-03-02","2009-03-30","729.57","700.82","666.79","-8.6","832.98","14.2","22.8","52.65"
"2304","2009-03-03","2009-03-31","704.44","696.33","666.79","-5.3","832.98","18.2","23.6","50.93"
"2305","2009-03-04","2009-04-01","698.6","712.87","666.79","-4.6","832.98","19.2","23.8","47.56"
"2306","2009-03-05","2009-04-02","708.27","682.55","666.79","-5.9","845.61","19.4","25.2","50.17"
"2307","2009-03-06","2009-04-03","684.04","683.38","666.79","-2.5","845.61","23.6","26.1","49.33"
"2308","2009-03-09","2009-04-06","680.76","676.53","672.88","-1.2","845.61","24.2","25.4","49.68"
"2309","2009-03-10","2009-04-07","679.28","719.6","679.28","0","845.61","24.5","24.5","44.37"
"2310","2009-03-11","2009-04-08","719.59","721.36","713.85","-0.8","845.61","17.5","18.3","43.61"
"2311","2009-03-12","2009-04-09","720.89","750.74","714.76","-0.9","856.91","18.9","19.7","41.18"
"2312","2009-03-13","2009-04-13","751.97","756.55","742.46","-1.3","864.31","14.9","16.2","42.36"
"2313","2009-03-16","2009-04-14","758.84","753.89","749.93","-1.2","864.31","13.9","15.1","43.74"
"2314","2009-03-17","2009-04-15","753.88","778.12","749.93","-0.5","864.31","14.6","15.2","40.8"
"2315","2009-03-18","2009-04-16","776.01","794.35","765.64","-1.3","870.35","12.2","13.5","40.06"
"2316","2009-03-19","2009-04-17","797.92","784.04","766.2","-4","875.63","9.7","13.7","43.68"
"2317","2009-03-20","2009-04-20","784.58","768.54","766.2","-2.3","875.63","11.6","13.9","45.89"
"2318","2009-03-23","2009-04-21","772.31","822.92","772.31","0","875.63","13.4","13.4","43.23"
"2319","2009-03-24","2009-04-22","820.6","806.12","779.81","-5","875.63","6.7","11.7","42.93"
"2320","2009-03-25","2009-04-23","806.81","813.88","779.81","-3.3","875.63","8.5","11.9","42.25"
"2321","2009-03-26","2009-04-24","814.06","832.86","779.81","-4.2","875.63","7.6","11.8","40.36"
"2322","2009-03-27","2009-04-27","828.68","815.94","779.81","-5.9","875.63","5.7","11.6","41.04"
"2323","2009-03-30","2009-04-28","809.07","787.53","779.81","-3.6","875.63","8.2","11.8","45.54"
"2324","2009-03-31","2009-04-29","790.88","797.87","783.32","-1","882.06","11.5","12.5","44.14"
"2325","2009-04-01","2009-04-30","793.59","811.08","783.32","-1.3","888.7","12","13.3","42.28"
"2326","2009-04-02","2009-05-01","814.53","834.38","814.53","0","888.7","9.1","9.1","42.04"
"2327","2009-04-03","2009-05-04","835.13","842.5","814.53","-2.5","907.85","8.7","11.2","39.7"
"2328","2009-04-06","2009-05-05","839.75","835.48","814.53","-3","907.85","8.1","11.1","40.93"
"2329","2009-04-07","2009-05-06","834.12","815.55","814.53","-2.3","920.28","10.3","12.7","40.39"
"2330","2009-04-08","2009-05-07","816.76","825.16","814.84","-0.2","929.58","13.8","14","38.85"
"2331","2009-04-09","2009-05-08","829.29","856.56","826.83","-0.3","930.17","12.2","12.5","36.53"
"2332","2009-04-13","2009-05-11","855.33","858.73","826.83","-3.3","930.17","8.7","12.1","37.81"
"2333","2009-04-14","2009-05-12","856.88","841.5","826.83","-3.5","930.17","8.6","12.1","37.67"
"2334","2009-04-15","2009-05-13","839.44","852.06","826.83","-1.5","930.17","10.8","12.3","36.17"
"2335","2009-04-16","2009-05-14","854.54","865.3","826.83","-3.2","930.17","8.9","12.1","35.79"
"2336","2009-04-17","2009-05-15","865.18","869.6","826.83","-4.4","930.17","7.5","11.9","33.94"
"2337","2009-04-20","2009-05-18","868.27","832.39","826.83","-4.8","930.17","7.1","11.9","39.18"
"2338","2009-04-21","2009-05-19","831.25","850.08","826.83","-0.5","930.17","11.9","12.4","37.14"
"2339","2009-04-22","2009-05-20","847.26","843.55","835.45","-1.4","930.17","9.8","11.2","38.1"
"2340","2009-04-23","2009-05-21","844.62","851.92","835.45","-1.1","930.17","10.1","11.2","37.15"
"2341","2009-04-24","2009-05-22","853.91","866.23","847.12","-0.8","930.17","8.9","9.7","36.82"
"2342","2009-04-27","2009-05-26","862.82","857.51","847.12","-1.8","930.17","7.8","9.6","38.32"
"2343","2009-04-28","2009-05-27","854.48","855.16","847.12","-0.9","930.17","8.9","9.7","37.95"
"2344","2009-04-29","2009-05-28","856.85","873.64","856.85","0","930.17","8.6","8.6","36.08"
"2345","2009-04-30","2009-05-29","876.59","872.81","866.1","-1.2","930.17","6.1","7.3","36.5"
"2346","2009-05-01","2009-06-01","872.74","877.52","866.1","-0.8","947.77","8.6","9.4","35.3"
"2347","2009-05-04","2009-06-02","879.21","907.24","878.94","0","949.38","8","8","34.53"
"2348","2009-05-05","2009-06-03","906.1","903.8","878.94","-3","949.38","4.8","7.8","33.36"
"2349","2009-05-06","2009-06-04","903.95","919.53","878.94","-2.8","949.38","5","7.8","32.45"
"2350","2009-05-07","2009-06-05","919.58","907.39","878.94","-4.4","951.69","3.5","7.9","33.44"
"2351","2009-05-08","2009-06-08","909.03","929.23","878.94","-3.3","951.69","4.7","8","32.05"
"2352","2009-05-11","2009-06-09","922.99","909.24","878.94","-4.8","951.69","3.1","7.9","32.87"
"2353","2009-05-12","2009-06-10","910.52","908.35","878.94","-3.5","951.69","4.5","8","31.8"
"2354","2009-05-13","2009-06-11","905.4","883.92","878.94","-2.9","956.23","5.6","8.5","33.65"
"2355","2009-05-14","2009-06-12","884.24","893.07","878.94","-0.6","956.23","8.1","8.7","31.37"
"2356","2009-05-15","2009-06-15","892.76","882.88","878.94","-1.5","956.23","7.1","8.7","33.12"
"2357","2009-05-18","2009-06-16","886.07","909.71","879.61","-0.7","956.23","7.9","8.6","30.24"
"2358","2009-05-19","2009-06-17","909.67","908.13","879.61","-3.3","956.23","5.1","8.4","28.8"
"2359","2009-05-20","2009-06-18","908.62","903.47","879.61","-3.2","956.23","5.2","8.4","29.03"
"2360","2009-05-21","2009-06-19","900.42","888.33","879.61","-2.3","956.23","6.2","8.5","31.35"
"2361","2009-05-22","2009-06-22","888.68","887","881.46","-0.8","956.23","7.6","8.4","32.63"
"2362","2009-05-26","2009-06-23","887","910.33","881.46","-0.6","956.23","7.8","8.4","30.62"
"2363","2009-05-27","2009-06-24","909.95","893.06","887.6","-2.5","956.23","5.1","7.5","32.36"
"2364","2009-05-28","2009-06-25","892.96","906.83","887.6","-0.6","956.23","7.1","7.7","31.67"
"2365","2009-05-29","2009-06-26","907.02","919.14","888.86","-2","956.23","5.4","7.4","28.92"
"2366","2009-06-01","2009-06-29","923.26","942.87","888.86","-3.7","956.23","3.6","7.3","30.04"
"2367","2009-06-02","2009-06-30","942.87","944.74","888.86","-5.7","956.23","1.4","7.1","29.63"
"2368","2009-06-03","2009-07-01","942.51","931.76","888.86","-5.7","956.23","1.5","7.1","31.02"
"2369","2009-06-04","2009-07-02","932.49","942.46","888.86","-4.7","956.23","2.5","7.2","30.18"
"2370","2009-06-05","2009-07-06","945.67","940.09","886.36","-6.3","956.23","1.1","7.4","29.62"
"2371","2009-06-08","2009-07-07","938.12","939.14","879.93","-6.2","956.23","1.9","8.1","29.77"
"2372","2009-06-09","2009-07-08","940.35","942.43","869.32","-7.6","956.23","1.7","9.2","28.27"
"2373","2009-06-10","2009-07-09","942.73","939.15","869.32","-7.8","956.23","1.4","9.2","28.46"
"2374","2009-06-11","2009-07-10","939.04","944.89","869.32","-7.4","956.23","1.8","9.3","28.11"
"2375","2009-06-12","2009-07-13","943.44","946.21","869.32","-7.9","946.3","0.3","8.2","28.15"
"2376","2009-06-15","2009-07-14","942.45","923.72","869.32","-7.8","942.45","0","7.8","30.81"
"2377","2009-06-16","2009-07-15","925.6","911.97","869.32","-6.1","933.95","0.9","7","32.68"
"2378","2009-06-17","2009-07-16","911.89","910.71","869.32","-4.7","943.96","3.5","8.2","31.54"
"2379","2009-06-18","2009-07-17","910.86","918.37","869.32","-4.6","943.96","3.6","8.2","30.03"
"2380","2009-06-19","2009-07-20","919.96","921.23","869.32","-5.5","951.62","3.4","8.9","27.99"
"2381","2009-06-22","2009-07-21","918.13","893.04","869.32","-5.3","956.53","4.2","9.5","31.17"
"2382","2009-06-23","2009-07-22","893.46","895.1","869.32","-2.7","959.83","7.4","10.1","30.58"
"2383","2009-06-24","2009-07-23","896.31","900.94","869.32","-3","979.42","9.3","12.3","29.05"
"2384","2009-06-25","2009-07-24","899.45","920.26","869.32","-3.3","979.79","8.9","12.3","26.36"
"2385","2009-06-26","2009-07-27","918.84","918.9","869.32","-5.4","982.49","6.9","12.3","25.93"
"2386","2009-06-29","2009-07-28","919.86","927.23","869.32","-5.5","982.49","6.8","12.3","25.35"
"2387","2009-06-30","2009-07-29","927.15","919.32","869.32","-6.2","982.49","6","12.2","26.35"
"2388","2009-07-01","2009-07-30","920.82","923.33","869.32","-5.6","996.68","8.2","13.8","26.22"
"2389","2009-07-02","2009-07-31","921.24","896.42","869.32","-5.6","996.68","8.2","13.8","27.95"
"2390","2009-07-06","2009-08-03","894.27","898.72","869.32","-2.8","1003.61","12.2","15","29"
"2391","2009-07-07","2009-08-04","898.6","881.03","869.32","-3.3","1007.12","12.1","15.3","30.85"
"2392","2009-07-08","2009-08-05","881.9","879.56","869.32","-1.4","1007.12","14.2","15.6","31.3"
"2393","2009-07-09","2009-08-06","881.28","882.68","872.81","-1","1008","14.4","15.3","29.78"
"2394","2009-07-10","2009-08-07","880.03","879.13","872.81","-0.8","1018","15.7","16.5","29.02"
"2395","2009-07-13","2009-08-10","879.57","901.05","875.32","-0.5","1018","15.7","16.2","26.31"
"2396","2009-07-14","2009-08-11","900.77","905.84","896.5","-0.5","1018","13","13.5","25.02"
"2397","2009-07-15","2009-08-12","910.15","932.68","910.15","0","1018","11.8","11.8","25.89"
"2398","2009-07-16","2009-08-13","930.17","940.74","927.45","-0.3","1018","9.4","9.7","25.42"
"2399","2009-07-17","2009-08-14","940.56","940.38","934.65","-0.6","1018","8.2","8.9","24.34"
"2400","2009-07-20","2009-08-17","942.07","951.13","940.99","-0.1","1018","8.1","8.2","24.4"
"2401","2009-07-21","2009-08-18","951.97","954.58","943.22","-0.9","1018","6.9","7.9","23.87"
"2402","2009-07-22","2009-08-19","953.4","954.07","947.75","-0.6","1018","6.8","7.4","23.47"
"2403","2009-07-23","2009-08-20","954.07","976.29","953.27","-0.1","1018","6.7","6.8","23.43"
"2404","2009-07-24","2009-08-21","972.16","979.26","965.95","-0.6","1027.59","5.7","6.3","23.09"
"2405","2009-07-27","2009-08-24","978.63","982.18","968.65","-1","1035.82","5.8","6.9","24.28"
"2406","2009-07-28","2009-08-25","981.48","979.62","968.65","-1.3","1037.75","5.7","7","25.01"
"2407","2009-07-29","2009-08-26","977.66","975.15","968.65","-0.9","1037.75","6.1","7.1","25.61"
"2408","2009-07-30","2009-08-27","976.01","986.75","976.01","0","1037.75","6.3","6.3","25.4"
"2409","2009-07-31","2009-08-28","986.8","987.48","978.51","-0.8","1039.47","5.3","6.2","25.92"
"2410","2009-08-03","2009-08-31","990.22","1002.63","978.51","-1.2","1039.47","5","6.2","25.56"
"2411","2009-08-04","2009-09-01","1001.41","1005.65","978.51","-2.3","1039.47","3.8","6.1","24.89"
"2412","2009-08-05","2009-09-02","1005.41","1002.72","978.51","-2.7","1039.47","3.4","6.1","24.9"
"2413","2009-08-06","2009-09-03","1004.06","997.08","978.51","-2.5","1039.47","3.5","6.1","25.67"
"2414","2009-08-07","2009-09-04","999.83","1010.48","978.51","-2.1","1039.47","4","6.1","24.76"
"2415","2009-08-10","2009-09-08","1008.89","1007.1","978.51","-3","1039.47","3","6","24.99"
"2416","2009-08-11","2009-09-09","1005.77","994.35","978.51","-2.7","1039.47","3.4","6.1","25.99"
"2417","2009-08-12","2009-09-10","994","1005.81","978.51","-1.6","1044.14","5","6.6","25.45"
"2418","2009-08-13","2009-09-11","1005.86","1012.73","978.51","-2.7","1048.18","4.2","6.9","24.71"
"2419","2009-08-14","2009-09-14","1012.23","1004.09","978.51","-3.3","1049.74","3.7","7","24.27"
"2420","2009-08-17","2009-09-15","998.18","979.73","978.51","-2","1056.04","5.8","7.8","27.89"
"2421","2009-08-18","2009-09-16","980.62","989.67","980.62","0","1068.76","9","9","26.18"
"2422","2009-08-19","2009-09-17","986.88","996.46","980.62","-0.6","1074.77","8.9","9.5","26.26"
"2423","2009-08-20","2009-09-18","996.41","1007.37","991.97","-0.4","1074.77","7.9","8.3","25.09"
"2424","2009-08-21","2009-09-21","1009.06","1026.13","991.97","-1.7","1074.77","6.5","8.2","25.01"
"2425","2009-08-24","2009-09-22","1026.59","1025.57","991.97","-3.4","1074.77","4.7","8.1","25.14"
"2426","2009-08-25","2009-09-23","1026.63","1028","991.97","-3.4","1080.15","5.2","8.6","24.92"
"2427","2009-08-26","2009-09-24","1027.35","1028.12","991.97","-3.4","1080.15","5.1","8.6","24.95"
"2428","2009-08-27","2009-09-25","1027.81","1030.98","991.97","-3.5","1080.15","5.1","8.6","24.68"
"2429","2009-08-28","2009-09-28","1031.62","1028.93","991.97","-3.8","1080.15","4.7","8.5","24.76"
"2430","2009-08-31","2009-09-29","1025.21","1020.62","991.97","-3.2","1080.15","5.4","8.6","26.01"
"2431","2009-09-01","2009-09-30","1019.52","998.04","991.97","-2.7","1080.15","5.9","8.6","29.15"
"2432","2009-09-02","2009-10-01","996.07","994.75","991.97","-0.4","1080.15","8.4","8.9","28.9"
"2433","2009-09-03","2009-10-02","996.12","1003.24","992.25","-0.4","1080.15","8.4","8.8","27.1"
"2434","2009-09-04","2009-10-05","1003.84","1016.4","1001.65","-0.2","1080.15","7.6","7.8","25.26"
"2435","2009-09-08","2009-10-06","1018.67","1025.39","1018.67","0","1080.15","6","6","25.62"
"2436","2009-09-09","2009-10-07","1025.36","1033.37","1019.95","-0.5","1080.15","5.3","5.9","24.32"
"2437","2009-09-10","2009-10-08","1032.99","1044.14","1019.95","-1.3","1080.15","4.6","5.8","23.55"
"2438","2009-09-11","2009-10-09","1043.92","1042.73","1019.95","-2.3","1080.15","3.5","5.8","24.15"
"2439","2009-09-14","2009-10-12","1040.15","1049.34","1019.95","-1.9","1080.15","3.8","5.8","23.86"
"2440","2009-09-15","2009-10-13","1049.03","1052.63","1019.95","-2.8","1080.15","3","5.7","23.42"
"2441","2009-09-16","2009-10-14","1053.99","1068.76","1019.95","-3.2","1093.17","3.7","6.9","23.69"
"2442","2009-09-17","2009-10-15","1067.87","1065.49","1019.95","-4.5","1096.56","2.7","7.2","23.65"
"2443","2009-09-18","2009-10-16","1066.6","1068.3","1019.95","-4.4","1096.56","2.8","7.2","23.92"
"2444","2009-09-21","2009-10-19","1067.14","1064.66","1019.95","-4.4","1100.17","3.1","7.5","24.06"
"2445","2009-09-22","2009-10-20","1066.35","1071.66","1019.95","-4.4","1100.17","3.2","7.5","23.08"
"2446","2009-09-23","2009-10-21","1072.69","1060.87","1019.95","-4.9","1101.36","2.7","7.6","23.49"
"2447","2009-09-24","2009-10-22","1062.56","1050.78","1019.95","-4","1101.36","3.7","7.7","24.95"
"2448","2009-09-25","2009-10-23","1049.48","1044.38","1019.95","-2.8","1101.36","4.9","7.8","25.61"
"2449","2009-09-28","2009-10-26","1045.38","1062.98","1019.95","-2.4","1101.36","5.4","7.8","24.88"
"2450","2009-09-29","2009-10-27","1063.69","1060.61","1019.95","-4.1","1101.36","3.5","7.7","25.19"
"2451","2009-09-30","2009-10-28","1061.02","1057.08","1019.95","-3.9","1101.36","3.8","7.7","25.61"
"2452","2009-10-01","2009-10-29","1054.91","1029.85","1019.95","-3.3","1101.36","4.4","7.7","28.27"
"2453","2009-10-02","2009-10-30","1029.71","1025.21","1019.95","-0.9","1101.36","7","7.9","28.68"
"2454","2009-10-05","2009-11-02","1026.87","1040.46","1025.92","-0.1","1101.36","7.3","7.3","26.84"
"2455","2009-10-06","2009-11-03","1042.02","1054.72","1029.38","-1.2","1101.36","5.7","6.9","25.7"
"2456","2009-10-07","2009-11-04","1053.65","1057.58","1029.38","-2.3","1101.36","4.5","6.8","24.68"
"2457","2009-10-08","2009-11-05","1060.03","1065.48","1029.38","-2.9","1101.36","3.9","6.8","24.18"
"2458","2009-10-09","2009-11-06","1065.28","1071.49","1029.38","-3.4","1101.36","3.4","6.8","23.12"
"2459","2009-10-12","2009-11-09","1071.63","1076.19","1029.38","-3.9","1101.36","2.8","6.7","23.01"
"2460","2009-10-13","2009-11-10","1074.96","1073.19","1029.38","-4.2","1101.36","2.5","6.7","22.99"
"2461","2009-10-14","2009-11-11","1078.68","1092.02","1029.38","-4.6","1105.37","2.5","7","22.86"
"2462","2009-10-15","2009-11-12","1090.36","1096.56","1029.38","-5.6","1105.37","1.4","7","21.72"
"2463","2009-10-16","2009-11-13","1094.67","1087.68","1029.38","-6","1105.37","1","6.9","21.43"
"2464","2009-10-19","2009-11-16","1088.22","1097.91","1029.38","-5.4","1113.69","2.3","7.7","21.49"
"2465","2009-10-20","2009-11-17","1098.64","1091.06","1029.38","-6.3","1113.69","1.4","7.7","20.9"
"2466","2009-10-21","2009-11-18","1090.36","1081.4","1029.38","-5.6","1113.69","2.1","7.7","22.22"
"2467","2009-10-22","2009-11-19","1080.96","1092.91","1029.38","-4.8","1113.69","3","7.8","20.69"
"2468","2009-10-23","2009-11-20","1095.62","1079.6","1029.38","-6","1113.69","1.6","7.7","22.27"
"2469","2009-10-26","2009-11-23","1080.36","1066.95","1029.38","-4.7","1113.69","3.1","7.8","24.31"
"2470","2009-10-27","2009-11-24","1067.54","1063.41","1029.38","-3.6","1113.69","4.3","7.9","24.83"
"2471","2009-10-28","2009-11-25","1061.51","1042.63","1029.38","-3","1113.69","4.9","7.9","27.91"
"2472","2009-10-29","2009-11-27","1043.69","1066.11","1029.38","-1.4","1113.69","6.7","8.1","24.76"
"2473","2009-10-30","2009-11-30","1065.41","1036.19","1029.38","-3.4","1113.69","4.5","7.9","30.69"
"2474","2009-11-02","2009-12-01","1036.18","1042.88","1029.38","-0.7","1113.69","7.5","8.1","29.78"
"2475","2009-11-03","2009-12-02","1040.92","1045.41","1033.94","-0.7","1115.58","7.2","7.8","28.81"
"2476","2009-11-04","2009-12-03","1047.14","1046.5","1045.15","-0.2","1117.28","6.7","6.9","27.72"
"2477","2009-11-05","2009-12-04","1047.3","1066.63","1047.3","0","1119.13","6.9","6.9","25.43"
"2478","2009-11-06","2009-12-07","1064.95","1069.3","1059.32","-0.5","1119.13","5.1","5.6","24.19"
"2479","2009-11-09","2009-12-08","1072.31","1093.08","1072.31","0","1119.13","4.4","4.4","23.15"
"2480","2009-11-10","2009-12-09","1091.86","1093.01","1083.74","-0.7","1119.13","2.5","3.2","22.84"
"2481","2009-11-11","2009-12-10","1096.04","1098.51","1083.74","-1.1","1119.13","2.1","3.2","23"
"2482","2009-11-12","2009-12-11","1098.31","1087.24","1083.74","-1.3","1119.13","1.9","3.2","24.24"
"2483","2009-11-13","2009-12-14","1087.59","1093.48","1083.74","-0.4","1119.13","2.9","3.3","23.36"
"2484","2009-11-16","2009-12-15","1094.13","1109.3","1083.74","-0.9","1119.13","2.3","3.2","22.89"
"2485","2009-11-17","2009-12-16","1109.22","1110.32","1083.74","-2.3","1119.13","0.9","3.2","22.41"
"2486","2009-11-18","2009-12-17","1109.44","1109.8","1083.74","-2.3","1119.13","0.9","3.2","21.63"
"2487","2009-11-19","2009-12-18","1106.44","1094.9","1083.74","-2.1","1119.13","1.1","3.2","22.63"
"2488","2009-11-20","2009-12-21","1094.66","1091.38","1083.74","-1","1119.13","2.2","3.2","22.19"
"2489","2009-11-23","2009-12-22","1094.86","1106.24","1083.74","-1","1120.27","2.3","3.3","21.16"
"2490","2009-11-24","2009-12-23","1105.83","1105.65","1083.74","-2","1121.58","1.4","3.4","20.47"
"2491","2009-11-25","2009-12-24","1106.49","1110.63","1083.74","-2.1","1126.48","1.8","3.9","20.48"
"2492","2009-11-27","2009-12-28","1105.47","1091.49","1083.74","-2","1130.38","2.3","4.2","24.74"
"2493","2009-11-30","2009-12-29","1091.07","1095.63","1085.89","-0.5","1130.38","3.6","4.1","24.51"
"2494","2009-12-01","2009-12-30","1098.89","1108.86","1085.89","-1.2","1130.38","2.9","4","21.92"
"2495","2009-12-02","2009-12-31","1109.03","1109.24","1085.89","-2.1","1130.38","1.9","4","21.12"
"2496","2009-12-03","2010-01-04","1110.59","1099.92","1085.89","-2.2","1133.87","2.1","4.3","22.46"
"2497","2009-12-04","2010-01-05","1100.43","1105.98","1085.89","-1.3","1136.63","3.3","4.6","21.25"
"2498","2009-12-07","2010-01-06","1105.52","1103.25","1085.89","-1.8","1139.19","3","4.8","22.1"
"2499","2009-12-08","2010-01-07","1103.04","1091.94","1085.89","-1.6","1142.46","3.6","5.1","23.69"
"2500","2009-12-09","2010-01-08","1091.07","1095.95","1085.89","-0.5","1145.39","5","5.5","22.66"
"2501","2009-12-10","2010-01-11","1098.69","1102.35","1093.88","-0.4","1149.74","4.6","5.1","22.32"
"2502","2009-12-11","2010-01-12","1103.96","1106.41","1093.88","-0.9","1149.74","4.1","5.1","21.59"
"2503","2009-12-14","2010-01-13","1107.84","1114.11","1093.88","-1.3","1149.74","3.8","5","21.15"
"2504","2009-12-15","2010-01-14","1114.11","1107.93","1093.88","-1.8","1150.41","3.3","5.1","21.5"
